video_id,title,description,channel_title,tags_api_raw,views,views_per_hour,from_shorts,duration_sec,published_at,category_id,category_name,hashtags_extracted,tags_common,tags_only_api,tags_only_hash
dMWowB1Ugxg,Who's the Smartest Pet? 🏆 The Cat Who Doesn't Believe the Fake Abyss vs  the Terrified Dog!,,Chobi Cat,[],12179409,107320.26655692233,1,11,2025-11-08T19:00:39Z,15,Pets & Animals,[],[],[],[]
7sj1kWm4OoY,Как живут глухонемые? Кисы объясняют 😻,,Финансовая Киса,[],547547,23858.645798361948,0,66,2025-11-12T13:32:52Z,15,Pets & Animals,[],[],[],[]
DkJB5G_13pQ,Медведица УМОЛЯЛА спасти ее медвежонка,"Подпишись на канал, поддержи проект: https://www.youtube.com/channel/UCtzBou_2O2hKojUmUrb_KnQ?sub_confirmation=1",Байки у костра,[],1558498,19896.02577978293,0,75,2025-11-10T06:09:55Z,15,Pets & Animals,[],[],[],[]
x0Ad6ZKxmEU,Вернули домой,"новости, новости сегодня, новости дня, главные новости сегодня, главные новости, свежие новости, сегодняшнего дня, события дня, короче новости, странные новости, новости мира, мировые новости, ильюша новости, новостничок",Новостной Гусь,[],799004,31984.093373321157,1,27,2025-11-12T11:30:58Z,15,Pets & Animals,[],[],[],[]
p-TZKPZ68lU,Barks Big... Until the Door Opens 🚪😂 #funny #dog,,Mr. Cool,[],71063143,237028.65426338118,1,10,2025-11-01T00:41:21Z,15,Pets & Animals,"[""dog"", ""funny""]",[],[],"[""dog"", ""funny""]"
sJFQ6iS6B0g,Попугай и бабка #попугай #бабка #кот #спор #sora #юмор #ии #cat #funny #милота #угар #pets #мем,,Реально Нереально,[],2051776,14578.667751257342,1,15,2025-11-07T15:45:33Z,15,Pets & Animals,"[""угар"", ""мем"", ""sora"", ""попугай"", ""спор"", ""funny"", ""кот"", ""юмор"", ""милота"", ""pets"", ""ии"", ""бабка"", ""cat""]",[],[],"[""cat"", ""funny"", ""pets"", ""sora"", ""бабка"", ""ии"", ""кот"", ""мем"", ""милота"", ""попугай"", ""спор"", ""угар"", ""юмор""]"
vDf5vLkC38c,Почему они пьют по разному? #shorts,"Данное видео несёт исключительно новосной характер.

NOTE: This video comes under fair use and is for EDUCATIONAL purposes ONLY.
   
✉️ For inquiries or video removal requests, please mail us at: world.top.ads.y@gmail.com

Disclaimer: 
Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statutes that might otherwise be infringing. Non-profit, educational, or personal use tips the balance in favor of fair use TikTok)
NOTE: This video comes under fair use and is for EDUCATIONAL purposes ONLY.",WORLD TOP,[],687181,27362.390304523764,1,19,2025-11-12T11:23:00Z,15,Pets & Animals,"[""shorts""]",[],[],"[""shorts""]"
gpImY7h-LNo,Why is this more intense than the Olympics 💀🌮,,BlinkoPets,[],28366083,223376.1620363082,1,10,2025-11-08T05:30:34Z,15,Pets & Animals,[],[],[],[]
GVG1Rda2U3w,Эксперимент над собакой оказался неудачным @AtomsWhisper,"I believe that the content I've used should be considered Fair Use, but if any content owners disagree, I'm ready to remove it immediately. My intention is not to infringe upon their ownership rights in any way. If you discover your art or images in the video and would like acknowledgment, please inform me on yano4ka.016@gmail.com , and I'll be sure to credit you accordingly.",WENGLB,[],1974041,11786.225282663225,1,30,2025-11-06T13:00:37Z,15,Pets & Animals,[],[],[],[]
wW4AeP_P0JA,Don’t Blink: Mountain Goat Hyper-Sprint,"A locked back-mount camera captures a breathless dash—clean physics, real traction, and gasp-worthy jumps across alpine edges while three goats set the pace. Pure ambient sound.

#GoatView #HighSpeed #Alpine #RawSound #Adrenaline",FlexiGame,[],7204810,34075.11195500337,1,31,2025-11-04T17:03:30Z,15,Pets & Animals,"[""rawsound"", ""highspeed"", ""alpine"", ""adrenaline"", ""goatview""]",[],[],"[""adrenaline"", ""alpine"", ""goatview"", ""highspeed"", ""rawsound""]"
G81gIJtcchc,"🐟 Рыба, которую рыбаки отпускают сразу после поимки! #животные #рыбалка  #интересно","🐺 Рыба, которую рыбаки боятся держать в руках! Морской волк — одно из самых агрессивных существ океана. Стоит вынуть его из воды, и он начинает яростно биться. Его челюсти настолько сильны, что могут прокусить даже банку из-под Coca-Cola. Неудивительно, что рыбаки отпускают его сразу после поимки!

Спасибо, что посмотрели этот шортс! Не забудьте подписаться на канал 'Переверни Мозг'!",ПереверниМозг,"[""животные"", ""природа"", ""интересно"", ""факты"", ""животныймир"", ""рыба"", ""океан""]",1545894,12909.684236665069,1,20,2025-11-08T12:45:02Z,15,Pets & Animals,"[""интересно"", ""рыбалка"", ""животные""]","[""животные"", ""интересно""]","[""животныймир"", ""океан"", ""природа"", ""рыба"", ""факты""]","[""рыбалка""]"
tEdlHh9bnwg,Почему у тунца два цвета мяса?#2025 #новости #viral #,,Arcane Secret,[],971084,13046.13257374275,0,63,2025-11-10T10:03:46Z,15,Pets & Animals,"[""новости"", ""2025"", ""viral""]",[],[],"[""2025"", ""viral"", ""новости""]"
3abLAf2bHhw,#животные #питомцы #дикиеживотные #вмиреживотных #милота,,Agama Mama,[],1165354,16194.30324624976,0,77,2025-11-10T12:32:12Z,15,Pets & Animals,"[""дикиеживотные"", ""вмиреживотных"", ""питомцы"", ""милота"", ""животные""]",[],[],"[""вмиреживотных"", ""дикиеживотные"", ""животные"", ""милота"", ""питомцы""]"
1vtMf9x5VEI,на меня напал дикий кабан #wildboar #hunting#chase #challenge  #cinghiale#chasse,,Dee Hunt,[],5981177,34026.45818277377,1,10,2025-11-06T04:43:02Z,15,Pets & Animals,"[""chase"", ""cinghiale"", ""wildboar"", ""chasse"", ""hunting"", ""challenge""]",[],[],"[""challenge"", ""chase"", ""chasse"", ""cinghiale"", ""hunting"", ""wildboar""]"
ufEI19Mf4as,"РИЧ — КРАСАВЧИК. Даже пёс недолюбливает ""воинов"" из ТЦК!","Вот вам, друзья, рабочий лайфхак. Да, держать дома пса — тот еще головняк (говорю вам как хозяин Амстаффа). Но, знаете, — эта животинка, подозреваю, не один раз спасала мне жизнь. Буквально. ТЦК-шники на улице почему-то, как правило, стесняются подходить, когда мы с ним прогуливаемся.  


🔥 Не забывай и про второй мой канал — УТИЛИЗАТОР РЕАЛЬНОСТИ!
Буквально на днях там появилась пара новых классных видео ""на злобу дня"":
🔗 @reality-utilizer

✅ Обязательно поставь лайк, если ролик тебе понравился! Смело высказывай своё мнение в комментариях и поделись ссылкой на это видео с парой друзей!

****************************

⚠️ Мы освещаем то, о чём молчат официальные СМИ. Здесь вы увидите правду о незаконной мобилизации, рейдах ТЦК, бусификации и нарушении прав граждан Украины. По “Телемарафону"" такого не покажут! Мы не молчим там, где другие часто закрывают глаза.",Недомобилизованный Украинец,"[""украина"", ""тцк"", ""тцкшники"", ""ситуация в украине"", ""ukraine"", ""украинские реалии"", ""новости из украины"", ""мобилизация"", ""призыв"", ""тцкшник"", ""ухилянт"", ""уклонист"", ""ухылянт"", ""беспредел тцк"", ""беззаконие"", ""бусификация"", ""рич"", ""амстаф"", ""кане-корсо"", ""собака"", ""друг человека"", ""спас от тцк""]",560728,13294.249291984057,1,46,2025-11-11T18:19:09Z,15,Pets & Animals,[],[],"[""ukraine"", ""амстаф"", ""беззаконие"", ""беспредел тцк"", ""бусификация"", ""друг человека"", ""кане-корсо"", ""мобилизация"", ""новости из украины"", ""призыв"", ""рич"", ""ситуация в украине"", ""собака"", ""спас от тцк"", ""тцк"", ""тцкшник"", ""тцкшники"", ""уклонист"", ""украина"", ""украинские реалии"", ""ухилянт"", ""ухылянт""]",[]
YcRteVglq1E,Phillies land All-Star closer Jhoan Duran ahead of MLB trade deadline 😎😍 #JhoanDuran,,Animal Meter,[],8605318,74516.09087742612,1,10,2025-11-08T17:00:53Z,15,Pets & Animals,"[""jhoanduran""]",[],[],"[""jhoanduran""]"
Dt2M5Ku2MUU,WILD WOLVES ATTACK CARAVAN in UZBEKISTAN — You Won’t Believe What😱🔥,"In the mountains of Uzbekistan, a peaceful caravan was moving slowly…
But within seconds, everything turned into chaos.
A pack of wild wolves appeared out of nowhere.
One man stood alone against nature itself.
Watch till the end — you won’t believe what happens. 🐺🔥

#WolvesAttack #UzbekistanMountains #RealFootage #Shorts #Wildlife #ViralVideo #AnimalAttack #NatureShock #SurvivalInstinct #PhoneCaptured",NeuraSpark,[],12920870,92887.65285999683,1,16,2025-11-07T17:23:43Z,15,Pets & Animals,"[""animalattack"", ""shorts"", ""natureshock"", ""survivalinstinct"", ""phonecaptured"", ""realfootage"", ""viralvideo"", ""uzbekistanmountains"", ""wildlife"", ""wolvesattack""]",[],[],"[""animalattack"", ""natureshock"", ""phonecaptured"", ""realfootage"", ""shorts"", ""survivalinstinct"", ""uzbekistanmountains"", ""viralvideo"", ""wildlife"", ""wolvesattack""]"
7uGhoxKBTX0,dog frenk 😄 #shortsfeed,"dog frenk 😄 #shortsfeed

#funny #shortsfeed #comedy #comedyshorts",Kuldeep Yadav,"[""comedy"", ""funny show"", ""short feed""]",31208365,105193.12571210894,1,33,2025-11-01T03:49:14Z,15,Pets & Animals,"[""comedyshorts"", ""funny"", ""comedy"", ""shortsfeed""]","[""comedy""]","[""funny show"", ""short feed""]","[""comedyshorts"", ""funny"", ""shortsfeed""]"
BWC9XiXyD9k,A discharged soldier is reunited with his dog after eight years.,,IamAi,[],11175101,42735.80786211751,1,11,2025-11-02T15:00:17Z,15,Pets & Animals,[],[],[],[]
oMB1uaRbPXM,This dog is both naughty and fun-loving... All Things Cute Project. People and dogs always 😊 P56,,sunita Thapa,[],5183951,69926.70121687069,1,16,2025-11-10T10:21:48Z,15,Pets & Animals,[],[],[],[]
nWfjpmPbD1c,Cute Mexica Plush Dancing Cactus Electric Plush Toy 🐼 🥰 P12,,กันยกร หิทธิเดช,[],129388892,667227.5722126979,1,22,2025-11-05T10:34:38Z,15,Pets & Animals,[],[],[],[]
jk2SgqKX--E,Девушка спасла рысенка и вырастила его домашним питомцем,,Исследователь,[],1772656,10648.134255726367,1,47,2025-11-06T14:01:18Z,15,Pets & Animals,[],[],[],[]
HzWYqobWL5o,Пёс ЗАЩИТИЛ стадо от наглого волка 😱🔥🐕,"Уведомление об авторских правах: Данный контент используется в соответствии с положениями о «добросовестном использовании» (fair use), изложенными в Разделе 107 Закона об авторском праве 1976 года. Это позволяет использование в целях критики, комментариев, новостных отчетов, образовательных материалов, академических исследований и научной деятельности. Если вы считаете, что любое видео* на этом канале нарушает ваши авторские права, свяжитесь с нами по электронной почте: fuelforthought.yt@gmail.com. Мы ответим в течение 24 часов. Видео будет либо удалено с канала, либо правильно атрибутировано в зависимости от вашего запроса. Если вы являетесь правообладателем и обнаружили несанкционированное использование вашего контента, либо по другим причинам хотите запросить удаление, свяжитесь с нами по указанному выше адресу электронной почты. *История ролика является художественным вымыслом. Copyright Notice: This content is used under the ‘fair use’ provision as outlined in Section 107 of the Copyright Act of 1976, which allows for use in contexts such as criticism, commentary, news reporting, education, academic research, and scholarship. If you believe that any video on this channel infringes upon your copyright, please contact us at yatsenko.artur24@gmail.com. We will respond within 24 hours. The video will either be removed from the channel or properly credited, depending on your preference. If you are the copyright holder and have identified that your content is being used without authorization, or if there are other reasons you wish to request content removal, reach out to us at our designated email: yatsenko.artur24@gmail.com",Fuel for Thought,[],3402739,19904.04891505085,1,38,2025-11-06T09:32:25Z,15,Pets & Animals,[],[],[],[]
CHcpE3oGX6o,Приёмная мама с смогла💖🤲🏻,,"Благотворительный фонд ""Пристань Добра""",[],1727015,10289.009669502744,0,61,2025-11-06T12:38:49Z,15,Pets & Animals,[],[],[],[]
-tk0GcCfNAc,Baby and 6 Husky Puppies Talk Together | Adorable AI Moment,"A baby surrounded by six Siberian Husky puppies starts barking “Woof!” and the puppies bark right back! Then they all howl together, laugh, and even fall back in sync. Their mom and the baby’s mother watch with warm smiles. Created with AI, this video captures the pure joy of baby and puppy friendship in a cozy American living room.",HeroDog Rescue,"[""#babyhusky"", ""#aiartvideo"", ""#cutepuppys"", ""#huskylove"", ""#aiadorable"", ""#funnybabys"", ""#puppyfamily"", ""#aivideo"", ""#happymoment"", ""#babyanimals"", ""#dogtalking"", ""#cutehusky"", ""#aibabyvideo"", ""#huskypuppys"", ""#adorablsound""]",24649495,93921.35860089824,1,10,2025-11-02T14:02:57Z,15,Pets & Animals,[],[],"[""#adorablsound"", ""#aiadorable"", ""#aiartvideo"", ""#aibabyvideo"", ""#aivideo"", ""#babyanimals"", ""#babyhusky"", ""#cutehusky"", ""#cutepuppys"", ""#dogtalking"", ""#funnybabys"", ""#happymoment"", ""#huskylove"", ""#huskypuppys"", ""#puppyfamily""]",[]
4h5FCjNFZM0,"🐟 Рыба, которая прячет своих малышей в рту","🐟 Рыба, которая прячет своих малышей в рту!",SBORNIK SHORTS,[],418228,23047.572619458424,1,15,2025-11-12T18:21:04Z,15,Pets & Animals,[],[],[],[]
CUYRo4_BQSY,Мужчина вернул потерянную собаку семье.,,Дневник Зверюшек,[],2166992,13201.701356462647,1,38,2025-11-06T16:21:09Z,15,Pets & Animals,[],[],[],[]
QeKAJLWTUP8,"Птица закона: попугай, который знает свои права! 😎","Птица закона: попугай, который знает свои права! 😎

Полиция стучится в дверь... но за ней не человек, а попугай! 🦜",Жизнь в кадре,"[""попугай"", ""говорящий попугай"", ""смешной попугай"", ""юмор"", ""короткие видео"", ""shorts"", ""смешное видео"", ""птица"", ""полиция"", ""кто там"", ""реалистичное видео"", ""домашний попугай"", ""talking parrot"", ""funny parrot"", ""funny animals"", ""animal comedy"", ""realistic video"", ""russian humor"", ""parrot talking russian"", ""попугай говорит"", ""смешная сцена"", ""короткометражка"", ""домашний юмор"", ""короткий ролик"", ""птица разговаривает"", ""realistic parrot video"", ""домашняя комедия"", ""прикольное видео"", ""ютуб шортс"", ""youtube shorts"", ""funny bird video""]",506352,11443.79813152604,1,11,2025-11-11T16:15:02Z,15,Pets & Animals,[],[],"[""animal comedy"", ""funny animals"", ""funny bird video"", ""funny parrot"", ""parrot talking russian"", ""realistic parrot video"", ""realistic video"", ""russian humor"", ""shorts"", ""talking parrot"", ""youtube shorts"", ""говорящий попугай"", ""домашний попугай"", ""домашний юмор"", ""домашняя комедия"", ""короткие видео"", ""короткий ролик"", ""короткометражка"", ""кто там"", ""полиция"", ""попугай"", ""попугай говорит"", ""прикольное видео"", ""птица"", ""птица разговаривает"", ""реалистичное видео"", ""смешная сцена"", ""смешное видео"", ""смешной попугай"", ""юмор"", ""ютуб шортс""]",[]
v2-uY3VMr6o,Олени #амитеш #животные,,Amitesh,[],395587,18875.263191307542,1,20,2025-11-12T15:32:22Z,15,Pets & Animals,"[""животные"", ""амитеш""]",[],[],"[""амитеш"", ""животные""]"
PRNmAIvS-Qc,A lynx attacks a puppy near a snowy dog shelter — but it didn’t expect what came next.,"In a remote snowy sheep farm in Central Asia, a lynx sneaks close to a quiet wooden dog shelter.
A small Alabai puppy rests near the entrance — unaware of the danger creeping in.
But just as the tension peaks, a full-grown Alabai dog charges into frame and unleashes a powerful response to protect the pup.
This AI-generated cinematic wildlife short showcases instinct, power, and raw emotion — captured in a dramatic winter landscape.
                                       
#Alabai #LynxAttack #DogRescue #CinematicAI #AIWildlife #SheepFarm #GuardianDog #AnimalInstinct #WildlifeScene #SnowyFarm
⚠️ Disclaimer:
This video is AI-generated for artistic and educational storytelling.
No real animals or humans were filmed, harmed, or depicted.
All visuals, sounds, and movements are digitally created to simulate a cinematic wildlife encounter safely.",Survival Era,[],4649024,38592.44120897401,1,11,2025-11-08T12:01:58Z,15,Pets & Animals,"[""animalinstinct"", ""dogrescue"", ""guardiandog"", ""wildlifescene"", ""snowyfarm"", ""alabai"", ""lynxattack"", ""aiwildlife"", ""cinematicai"", ""sheepfarm""]",[],[],"[""aiwildlife"", ""alabai"", ""animalinstinct"", ""cinematicai"", ""dogrescue"", ""guardiandog"", ""lynxattack"", ""sheepfarm"", ""snowyfarm"", ""wildlifescene""]"
MN40VYT5Jh0,The brave little cat broke into the lion enclosure—will it be safe? #cat,,Virtual Animal World,[],16666070,36350.2034050481,1,16,2025-10-25T10:00:40Z,15,Pets & Animals,"[""cat""]",[],[],"[""cat""]"
