video_id,title,description,channel_title,tags_api_raw,views,views_per_hour,from_shorts,duration_sec,published_at,category_id,category_name,hashtags_extracted,tags_common,tags_only_api,tags_only_hash
CP7n4oiJ9DA,Скрывала много лет свою болезнь от своего мужа😨 #сериал #фильм,"🎬 Сериал: «Доктор Хаус» 2004
7 Сезон 4 серия 
⭐️ Рейтинг: Кинопоиск: 8.8
🎭 Жанр: драма, детектив.

✏️ Описание:
Сериал рассказывает о команде врачей, которые должны правильно поставить диагноз пациенту и спасти его. Возглавляет команду доктор Грегори Хаус, который ходит с тростью после того, как его мышечный инфаркт в правой ноге слишком поздно правильно диагностировали. Как врач Хаус просто гений, но сам не отличается проникновенностью в общении с больными и с удовольствием избегает их, если только есть возможность. Он сам всё время проводит в борьбе с собственной болью, а трость в его руке только подчеркивает его жесткую, ядовитую манеру общения. Порой его поведение можно назвать почти бесчеловечным, и при этом он прекрасный врач, обладающий нетипичным умом и безупречным инстинктом, что снискало ему глубокое уважение. Будучи инфекционистом, он ещё и замечательный диагност, который любит разгадывать медицинские загадки, чтобы спасти кому-то жизнь. Если бы все было по его воле, то Хаус лечил бы больных не выходя из своего кабинета.",JastMovie,[],2208207,25485.670348973814,1,28,2025-11-09T21:51:07Z,1,Film & Animation,"[""сериал"", ""фильм""]",[],[],"[""сериал"", ""фильм""]"
2tumi6p_v1w,ОБМАНУЛ ПРИЗИДЕНТА 😱 #дорама #dorama,,SeiGod,[],3273983,22622.220639130974,0,124,2025-11-07T11:46:22Z,1,Film & Animation,"[""дорама"", ""dorama""]",[],[],"[""dorama"", ""дорама""]"
rvmy7hPePik,ЗАСМЕЯЛСЯ - ПОДПИСАЛСЯ! №185 😱,"React: @КоммeнтШоу

Все видео сделаны и отредактированы лично мной, но я не претендую на авторство материала, из которого они изготовлены.

Если вы считаете, что видео на этом канале нарушает Ваши авторские права, напишите нам в телеграмм @mark_yout, и мы ответим Вам в течение 24 часов. Видео будет удалено с канала или мы Вас отметим (как Вы посчитаете нужным).

Copyright Notice: In accordance with Section 107 of the Copyright Act of 1976, this material is used under the 'fair use' provision for activities such as criticism, commentary, news reporting, teaching, scholarship, and research.
If you are the owner of copyright and have discovered that your material has been used without your permission, or if you wish to request the removal of content for another reason, please write to us at our official address Telegram @mark_yout",Факты и точка,[],5771787,21618.210883467757,1,17,2025-11-02T09:30:35Z,1,Film & Animation,[],[],[],[]
krKbJcuH6F8,Сирота помог зеркальщику #сериал,,KINO COME,[],2486149,20084.270324045086,1,60,2025-11-08T08:42:40Z,1,Film & Animation,"[""сериал""]",[],[],"[""сериал""]"
uaBh7P4BqcA,Сбежал из Летящего Самолета 😳 #фильм #сериал #кино,"Название: Штрафбат.

#фильм #сериал #кино #фильмпровойну #кинопровойну #фильмовойне #солдаты #сериалпровойну #армия #ссср #боевик #староекино #старыйфильм #старыйсериал #сериал2024 #фильм2024 #топфильмов #топкино #топсериалов #фильмнавечер #ричер #джекричер",Кино и точка,"[""фильм"", ""сериал"", ""кино"", ""фильм про войну"", ""кино про войну"", ""сериал про войну"", ""фильм про войну 1941-45 новинки"", ""кино про войну 1941-45"", ""советский фильм"", ""советское кино"", ""армия"", ""солдаты"", ""русское кино"", ""русский фильм"", ""русский сериал"", ""фильм про русских"", ""фильм про советских солдат"", ""топ фильмов"", ""топ сериалов"", ""топ кино"", ""кино топ"", ""фильм на вечер"", ""ссср фильм"", ""боевик"", ""советский боевик"", ""фильм 1945"", ""сериал криминал"", ""боевик фильм"", ""военный фильм"", ""ричер"", ""ричер 3 сезон"", ""джек ричер"", ""боевики фильмы""]",2957162,24345.1183953365,1,50,2025-11-08T11:01:43Z,1,Film & Animation,"[""кино"", ""солдаты"", ""фильмпровойну"", ""топфильмов"", ""топсериалов"", ""сериал"", ""старыйфильм"", ""фильм2024"", ""староекино"", ""фильмовойне"", ""сериал2024"", ""ссср"", ""фильм"", ""боевик"", ""старыйсериал"", ""кинопровойну"", ""фильмнавечер"", ""топкино"", ""ричер"", ""армия"", ""джекричер"", ""сериалпровойну""]","[""армия"", ""боевик"", ""кино"", ""ричер"", ""сериал"", ""солдаты"", ""фильм""]","[""боевик фильм"", ""боевики фильмы"", ""военный фильм"", ""джек ричер"", ""кино про войну"", ""кино про войну 1941-45"", ""кино топ"", ""ричер 3 сезон"", ""русский сериал"", ""русский фильм"", ""русское кино"", ""сериал криминал"", ""сериал про войну"", ""советский боевик"", ""советский фильм"", ""советское кино"", ""ссср фильм"", ""топ кино"", ""топ сериалов"", ""топ фильмов"", ""фильм 1945"", ""фильм на вечер"", ""фильм про войну"", ""фильм про войну 1941-45 новинки"", ""фильм про русских"", ""фильм про советских солдат""]","[""джекричер"", ""кинопровойну"", ""сериал2024"", ""сериалпровойну"", ""ссср"", ""староекино"", ""старыйсериал"", ""старыйфильм"", ""топкино"", ""топсериалов"", ""топфильмов"", ""фильм2024"", ""фильмнавечер"", ""фильмовойне"", ""фильмпровойну""]"
DI-3TGc_PDY,БЛАТНЫЕ ИЗ ПРОШЛОГО ЗАБИЛИ СТРЕЛКУ АВТОРИТЕТАМ…😨,,TUPOFILM,[],1090092,22479.966377309673,0,136,2025-11-11T12:00:19Z,1,Film & Animation,[],[],[],[]
Y_5QH3XHekE,СОБР ЗАШЛИ В КВАРТИРУ ВОРА В ЗАКОНЕ #кино #фильмы,,Crime Syndicate,[],1508706,14947.00842690187,0,75,2025-11-09T07:33:36Z,1,Film & Animation,"[""кино"", ""фильмы""]",[],[],"[""кино"", ""фильмы""]"
Q71lGZbDiDo,Разделили сиамских близнецов 🤯 #кино #сериал #фильм,"Сериал: Хороший доктор. 1 сезон, 11-12 серии.
 #фильм #кино #сериал",kinok,"[""кино"", ""фильмы"", ""фильм"", ""лучшие фильмы"", ""сериал"", ""хороший доктор"", ""драма""]",2137454,19221.84527096987,1,53,2025-11-08T21:17:52Z,1,Film & Animation,"[""кино"", ""сериал"", ""фильм""]","[""кино"", ""сериал"", ""фильм""]","[""драма"", ""лучшие фильмы"", ""фильмы"", ""хороший доктор""]",[]
7UWALm5s0oU,Материнский героизм В ДИКИХ условиях 😱🌍🦁,,SUPERPUPER,[],3755521,25290.737173393234,1,37,2025-11-07T08:00:11Z,1,Film & Animation,[],[],[],[]
q4WA5gv1cIo,Когда время не имеет значения😁 Вика Складчикова #токсики,Когда время не имеет значения😁 Вика Складчикова #токсики,Buldog_Edit,"[""токсики"", ""шоу токсики"", ""илья соболев"", ""соболев"", ""юмор"", ""шоу"", ""прожарка"", ""токсики вика складчикова"", ""токсики margo"", ""токсики"", ""вика складчикова"", ""складчикова"", ""прожарка вики складчиковой"", ""марго токсики"", ""токсики складчикова"", ""вика складчикова шоу"", ""margo токсики""]",1661710,11848.594964202697,1,27,2025-11-07T16:15:06Z,1,Film & Animation,"[""токсики""]","[""токсики""]","[""margo токсики"", ""вика складчикова"", ""вика складчикова шоу"", ""илья соболев"", ""марго токсики"", ""прожарка"", ""прожарка вики складчиковой"", ""складчикова"", ""соболев"", ""токсики margo"", ""токсики вика складчикова"", ""токсики складчикова"", ""шоу"", ""шоу токсики"", ""юмор""]",[]
XoKfu8_z2rs,А у вас бывают такие гости?😁,,Yan Dilan,[],5039198,23189.71996475097,1,60,2025-11-04T11:11:38Z,1,Film & Animation,[],[],[],[]
SKtiHQcN5PI,Стэн Решил Стать Фермером #youtubeshorts #shorts #americandad #американскийпапаша #мультик,Стэн Решил Стать Фермером #youtubeshorts #shorts #americandad #американскийпапаша #мультик,TheKvisRed,"[""youtube shorts"", ""shorts"", ""american dad!"", ""американский папаша"", ""мультсериалы"", ""сериал"", ""мультики"", ""лучшие моменты"", ""моенты"", ""youtube"", ""влад а4"", ""а4"", ""комедии"", ""смех"", ""американские сериалы"", ""мультсериалы 2026"", ""сериалы 2026"", ""simpsons"", ""симпсоны"", ""futurama"", ""футурама"", ""anime"", ""аниме"", ""стэн смит"", ""франсин смит"", ""хейли смит"", ""стив смит"", ""роджер смит"", ""клаус хайсслер"", ""джефф смит"", ""семья"", ""like"", ""лайк"", ""edit"", ""trend"", ""fyp"", ""шортс""]",1101272,16379.840819567542,1,58,2025-11-10T17:15:49Z,1,Film & Animation,"[""мультик"", ""shorts"", ""американскийпапаша"", ""youtubeshorts"", ""americandad""]","[""shorts""]","[""american dad!"", ""anime"", ""edit"", ""futurama"", ""fyp"", ""like"", ""simpsons"", ""trend"", ""youtube"", ""youtube shorts"", ""а4"", ""американские сериалы"", ""американский папаша"", ""аниме"", ""влад а4"", ""джефф смит"", ""клаус хайсслер"", ""комедии"", ""лайк"", ""лучшие моменты"", ""моенты"", ""мультики"", ""мультсериалы"", ""мультсериалы 2026"", ""роджер смит"", ""семья"", ""сериал"", ""сериалы 2026"", ""симпсоны"", ""смех"", ""стив смит"", ""стэн смит"", ""франсин смит"", ""футурама"", ""хейли смит"", ""шортс""]","[""americandad"", ""youtubeshorts"", ""американскийпапаша"", ""мультик""]"
k0CBT9TNrX0,"Попугай запутал полицию 😂 Кто тут Вася, а кто Коля?","Попугай запутал полицию 😂 Кто тут Вася, а кто Коля?

Попугай обратился к полицейским с заявлением — “Офицер! Коля наркоман!”",Жизнь в кадре,"[""юмор"", ""попугай"", ""полиция"", ""прикол"", ""смешное видео"", ""короткий ролик"", ""реалистичная анимация"", ""мвд"", ""офицер"", ""водитель"", ""попугай говорит"", ""шутка"", ""русская полиция"", ""видеорегистратор"", ""funny parrot"", ""police comedy"", ""russian police"", ""parrot video"", ""ai short"", ""parrot joke"", ""parrot humor"", ""realistic video"", ""viral short"", ""comedy sketch"", ""police humor"", ""parrot talking"", ""funny clip"", ""short comedy"", ""cinematic short"", ""3d animation"", ""realistic scene"", ""parrot comedy""]",979963,12211.919938372792,1,11,2025-11-10T04:15:02Z,1,Film & Animation,[],[],"[""3d animation"", ""ai short"", ""cinematic short"", ""comedy sketch"", ""funny clip"", ""funny parrot"", ""parrot comedy"", ""parrot humor"", ""parrot joke"", ""parrot talking"", ""parrot video"", ""police comedy"", ""police humor"", ""realistic scene"", ""realistic video"", ""russian police"", ""short comedy"", ""viral short"", ""видеорегистратор"", ""водитель"", ""короткий ролик"", ""мвд"", ""офицер"", ""полиция"", ""попугай"", ""попугай говорит"", ""прикол"", ""реалистичная анимация"", ""русская полиция"", ""смешное видео"", ""шутка"", ""юмор""]",[]
aFdDfneCcuQ,БРАТВА РЕШИЛА ПРИКОЛЬНУТЬСЯ #кино #новыесериалы #сериал #фильмы #shorts,,ХУЛИГАН ШАНСОН,[],2953444,15916.831877131188,1,59,2025-11-05T18:56:32Z,1,Film & Animation,"[""фильмы"", ""shorts"", ""кино"", ""новыесериалы"", ""сериал""]",[],[],"[""shorts"", ""кино"", ""новыесериалы"", ""сериал"", ""фильмы""]"
DyAZwJBC148,Начальник придумал хитрый план #shorts,,FRANCH,[],1148516,10235.74123140188,1,18,2025-11-08T20:17:26Z,1,Film & Animation,"[""shorts""]",[],[],"[""shorts""]"
1CPegMhfkr0,"Когда твой друг говорит ""следуй за мной""","Оригинал на канале:  @AdamW 

Я в телеграме: https://t.me/hotdubtime
Я в VK: https://vk.com/hotdubtime",Время горячей озвучки,"[""смотреть анвар"", ""смотреть адамв"", ""смотреть adamw"", ""adamw смотреть на русском"", ""адамв смотреть на русском"", ""anwar jibawi смотреть"", ""время горячей озвучки адам"", ""адам вахид"", ""горячая озвучка"", ""горячая озвучка адам"", ""сильный удар"", ""пранк"", ""жесткий пранк"", ""розыгрыш""]",1786190,23012.46286423778,1,15,2025-11-10T06:52:43Z,1,Film & Animation,[],[],"[""adamw смотреть на русском"", ""anwar jibawi смотреть"", ""адам вахид"", ""адамв смотреть на русском"", ""время горячей озвучки адам"", ""горячая озвучка"", ""горячая озвучка адам"", ""жесткий пранк"", ""пранк"", ""розыгрыш"", ""сильный удар"", ""смотреть adamw"", ""смотреть адамв"", ""смотреть анвар""]",[]
-Rg2jlIz3NU,Казахские авиалинии! #юмор,"Присоединяйтесь к нам в увлекательное путешествие по казахскому авиапейзажу! В этом видео мы с юмором расскажем о казахских авиалиниях и их особенностях. Смешные моменты, неожиданные ситуации и, конечно, неповторимый колорит — все это вас ждет! Поделитесь своими впечатлениями и не забудьте поставить лайк, если видео вам понравилось. Готовы к взлету? Тогда пристегните ремни и вперед — в мир казахского юмора!",Зур Баян,"[""казахские авиалинии"", ""веселые моменты"", ""казахский юмор"", ""казахстан"", ""краткие ролики"", ""летать"", ""путешествия"", ""юмор""]",686535,9297.737435128282,1,48,2025-11-10T10:39:29Z,1,Film & Animation,"[""юмор""]","[""юмор""]","[""веселые моменты"", ""казахские авиалинии"", ""казахский юмор"", ""казахстан"", ""краткие ролики"", ""летать"", ""путешествия""]",[]
DkJB5G_13pQ,Медведица УМОЛЯЛА спасти ее медвежонка,"Подпишись на канал, поддержи проект: https://www.youtube.com/channel/UCtzBou_2O2hKojUmUrb_KnQ?sub_confirmation=1",Байки у костра,[],1558498,19896.131581774236,0,75,2025-11-10T06:09:55Z,1,Film & Animation,[],[],[],[]
dFtpL7SUqSQ,Человек Муравей обхитрил ФБР 🐜🍿 #кино #фильм #фильмы #моменты,"🎥 Название фильма: Человек-муравей и Оса
📚 Жанр: Фантастика
🍿 Кинопоиск: 7.0 ⭐ IMDb: 7.0
📎 Описание: Скотт Лэнг, известный также как Человек-муравей, уже заслужил право оказаться в команде Мстителей. Но желание быть ближе к дочери удерживает его в родном Сан-Франциско до тех пор, пока доктор Хэнк Пим, создавший когда-то изменяющий размеры своего владельца чудо-костюм, не призывает Скотта присоединиться к новой опасной миссии. А помогать в противостоянии с коварным врагом Человеку-муравью будет новая напарница — Оса.
🙏 Подпишись",KINOPRIME,[],1077989,12028.43655792097,1,22,2025-11-09T18:52:37Z,1,Film & Animation,"[""кино"", ""фильм"", ""моменты"", ""фильмы""]",[],[],"[""кино"", ""моменты"", ""фильм"", ""фильмы""]"
t7bBk7LNPcg,TERMINATOR GENISYS Explained! 🤯 The Timeline & Ending Breakdown | #Terminator,"🔥 Welcome to the complete breakdown of Terminator Genisys! 🔥

In this video, we're diving deep into the mind-bending timeline of Terminator Genisys. The rules have been reset, timelines have been altered, and nothing is as we remember it! We'll break down the new origin story for Sarah and the Guardian, the creation of Skynet (aka Genisys), and what that epic cliffhanger ending really meant for the future.

👉 In this video, you'll learn:
⚡ How this timeline DIFFERS from the original movies
🤖 The true mission of the ""Guardian"" T-800
💥 The significance of John Connor's transformation
🌪️ A full breakdown of the final battle and time jump
🔮 What was planned for the SEQUEL that never happened!
#TerminatorGenisys #Terminator #ArnoldSchwarzenegger #SciFi #MovieBreakdown #EndingExplained #Timeline #Skynet #JohnConnor #SarahConnor #KyleReese #Genisys",FilmFables,[],10353472,107023.64494229863,1,53,2025-11-09T11:45:25Z,1,Film & Animation,"[""sarahconnor"", ""genisys"", ""terminatorgenisys"", ""skynet"", ""terminator"", ""arnoldschwarzenegger"", ""moviebreakdown"", ""johnconnor"", ""endingexplained"", ""kylereese"", ""timeline"", ""scifi""]",[],[],"[""arnoldschwarzenegger"", ""endingexplained"", ""genisys"", ""johnconnor"", ""kylereese"", ""moviebreakdown"", ""sarahconnor"", ""scifi"", ""skynet"", ""terminator"", ""terminatorgenisys"", ""timeline""]"
vMl_qNAa9uY,"А СРАЗУ, НЕЛЬЗЯ БЫЛО?😡 #кино #фильмы #фильм #movie #film #прикол #чтопосмотреть #триллер #фантастика",,КиноИндустрия,[],2321397,12252.322404949975,1,60,2025-11-05T15:01:52Z,1,Film & Animation,"[""чтопосмотреть"", ""фильмы"", ""film"", ""кино"", ""movie"", ""прикол"", ""триллер"", ""фильм"", ""фантастика""]",[],[],"[""film"", ""movie"", ""кино"", ""прикол"", ""триллер"", ""фантастика"", ""фильм"", ""фильмы"", ""чтопосмотреть""]"
Wc4mm9zvB2o,#юмор #домоЧАТсы,,Dahlie,[],2930565,20531.623144015484,0,131,2025-11-07T13:45:46Z,1,Film & Animation,"[""домочатсы"", ""юмор""]",[],[],"[""домочатсы"", ""юмор""]"
wz1GJjFJt9k,#нарезки #лучшее #comedy #club #харламов #батрутдинов #звезды #рекомендации #хочуврек #тренды,,comedy prodakshyn,[],832985,18761.492191252346,0,177,2025-11-11T16:05:54Z,1,Film & Animation,"[""харламов"", ""лучшее"", ""тренды"", ""батрутдинов"", ""хочуврек"", ""звезды"", ""comedy"", ""нарезки"", ""рекомендации"", ""club""]",[],[],"[""club"", ""comedy"", ""батрутдинов"", ""звезды"", ""лучшее"", ""нарезки"", ""рекомендации"", ""тренды"", ""харламов"", ""хочуврек""]"
